nro_proveedor,nombre_proveedor,cuit,categoria_proveedor,tipo_contribuyente_id,contacto,correo,telefono,importe,fecha,nro_cuenta_id,ciudad,pais
P00143,Mariana Gómez S.A.,27-23456789-6,Energía Eólica,4,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,200.021,2020-09-07,19,Posadas,Argentina
P00143,Mariana Gómez S.A.,27-23456789-6,Energía Eólica,4,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,278.387,2020-10-28,19,Posadas,Argentina
P00143,Mariana Gómez S.A.,27-23456789-6,Energía Eólica,4,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,278.387,2021-02-10,19,Posadas,Argentina
P00143,Mariana Gómez S.A.,27-23456789-6,Energía Eólica,4,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,82.635,2022-10-25,19,Posadas,Argentina
P00143,Mariana Gómez S.A.,27-23456789-6,Energía Eólica,4,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,13.02,2022-09-25,19,Posadas,Argentina
P00144,Manuel Rodríguez S.R.L.,23-34567890-1,Construcción,2,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,295.728,2020-03-11,38,Bahía Blanca,Argentina
P00144,Manuel Rodríguez S.R.L.,23-34567890-1,Construcción,2,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,201.749,2020-06-10,38,Bahía Blanca,Argentina
P00144,Manuel Rodríguez S.R.L.,23-34567890-1,Construcción,2,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,269.41,2020-09-10,38,Bahía Blanca,Argentina
P00144,Manuel Rodríguez S.R.L.,23-34567890-1,Construcción,2,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,156.276,2020-11-01,38,Bahía Blanca,Argentina
P00144,Manuel Rodríguez S.R.L.,23-34567890-1,Construcción,2,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,156.276,2021-02-13,38,Bahía Blanca,Argentina
P00144,Manuel Rodríguez S.R.L.,23-34567890-1,Construcción,2,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,124.428,2021-01-28,38,Bahía Blanca,Argentina
P00144,Manuel Rodríguez S.R.L.,23-34567890-1,Construcción,2,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,217.8,2022-09-28,38,Bahía Blanca,Argentina
P00145,Clara Jiménez Cooperativa,33-45678901-2,Agroindustria,4,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,59.893,2020-03-14,25,Resistencia,Argentina
P00145,Clara Jiménez Cooperativa,33-45678901-2,Agroindustria,4,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,43.682,2020-06-13,25,Resistencia,Argentina
P00145,Clara Jiménez Cooperativa,33-45678901-2,Agroindustria,4,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,228.649,2020-09-13,25,Resistencia,Argentina
P00145,Clara Jiménez Cooperativa,33-45678901-2,Agroindustria,4,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,28.845,2020-11-04,25,Resistencia,Argentina
P00145,Clara Jiménez Cooperativa,33-45678901-2,Agroindustria,4,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,28.845,2021-02-16,25,Resistencia,Argentina
P00145,Clara Jiménez Cooperativa,33-45678901-2,Agroindustria,4,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,61.059,2021-02-01,25,Resistencia,Argentina
P00145,Clara Jiménez Cooperativa,33-45678901-2,Agroindustria,4,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,268.049,2022-10-01,25,Resistencia,Argentina
P00146,Eduardo Reyes S.A.,20-56789012-5,Tecnología,2,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,44.782,2020-03-17,27,Formosa,Argentina
P00146,Eduardo Reyes S.A.,20-56789012-5,Tecnología,2,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,36.878,2020-06-16,27,Formosa,Argentina
P00146,Eduardo Reyes S.A.,20-56789012-5,Tecnología,2,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,47.698,2020-09-16,27,Formosa,Argentina
P00146,Eduardo Reyes S.A.,20-56789012-5,Tecnología,2,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,298.913,2020-11-07,27,Formosa,Argentina
P00146,Eduardo Reyes S.A.,20-56789012-5,Tecnología,2,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,11.442,2021-02-19,27,Formosa,Argentina
P00146,Eduardo Reyes S.A.,20-56789012-5,Tecnología,2,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,183.119,2021-02-04,27,Formosa,Argentina
P00146,Eduardo Reyes S.A.,20-56789012-5,Tecnología,2,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,229.698,2022-10-04,27,Formosa,Argentina
P00147,Laura Castillo S.R.L.,30-67890123-6,Energía Solar,4,Laura Castillo,laura.castillo@empresa.mno,0456-7890,195.892,2020-03-20,19,Santiago del Estero,Argentina
P00147,Laura Castillo S.R.L.,30-67890123-6,Energía Solar,4,Laura Castillo,laura.castillo@empresa.mno,0456-7890,113.452,2020-06-19,19,Santiago del Estero,Argentina
P00147,Laura Castillo S.R.L.,30-67890123-6,Energía Solar,4,Laura Castillo,laura.castillo@empresa.mno,0456-7890,20.782,2020-09-19,19,Santiago del Estero,Argentina
P00147,Laura Castillo S.R.L.,30-67890123-6,Energía Solar,4,Laura Castillo,laura.castillo@empresa.mno,0456-7890,10.509,2020-11-10,19,Santiago del Estero,Argentina
P00147,Laura Castillo S.R.L.,30-67890123-6,Energía Solar,4,Laura Castillo,laura.castillo@empresa.mno,0456-7890,10.587,2021-02-22,19,Santiago del Estero,Argentina
P00147,Laura Castillo S.R.L.,30-67890123-6,Energía Solar,4,Laura Castillo,laura.castillo@empresa.mno,0456-7890,202.693,2021-02-07,19,Santiago del Estero,Argentina
P00147,Laura Castillo S.R.L.,30-67890123-6,Energía Solar,4,Laura Castillo,laura.castillo@empresa.mno,0456-7890,102.297,2022-10-07,19,Santiago del Estero,Argentina
P00148,Alejandro Rivas S.A.,27-78901234-9,Transporte,2,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,108.357,2020-03-23,20,Río Cuarto,Argentina
P00148,Alejandro Rivas S.A.,27-78901234-9,Transporte,2,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,280.161,2020-06-22,20,Río Cuarto,Argentina
P00148,Alejandro Rivas S.A.,27-78901234-9,Transporte,2,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,138.216,2020-09-22,20,Río Cuarto,Argentina
P00148,Alejandro Rivas S.A.,27-78901234-9,Transporte,2,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,239.084,2020-11-13,20,Río Cuarto,Argentina
P00148,Alejandro Rivas S.A.,27-78901234-9,Transporte,2,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,13.02,2021-02-25,20,Río Cuarto,Argentina
P00148,Alejandro Rivas S.A.,27-78901234-9,Transporte,2,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,26.156,2021-02-10,20,Río Cuarto,Argentina
P00148,Alejandro Rivas S.A.,27-78901234-9,Transporte,2,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,24.358,2022-10-10,20,Río Cuarto,Argentina
P00149,Verónica Martínez S.R.L.,23-89012346-2,Construcción,4,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,221.537,2020-03-26,38,Buenos Aires,Argentina
P00149,Verónica Martínez S.R.L.,23-89012346-2,Construcción,4,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,164.567,2020-06-25,38,Buenos Aires,Argentina
P00149,Verónica Martínez S.R.L.,23-89012346-2,Construcción,4,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,91.071,2020-09-25,38,Buenos Aires,Argentina
P00149,Verónica Martínez S.R.L.,23-89012346-2,Construcción,4,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,98.759,2020-11-16,38,Buenos Aires,Argentina
P00149,Verónica Martínez S.R.L.,23-89012346-2,Construcción,4,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,217.8,2021-02-28,38,Buenos Aires,Argentina
P00149,Verónica Martínez S.R.L.,23-89012346-2,Construcción,4,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,295.351,2021-02-13,38,Buenos Aires,Argentina
P00149,Verónica Martínez S.R.L.,23-89012346-2,Construcción,4,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,165.797,2022-10-13,38,Buenos Aires,Argentina
P00150,Gabriel López Cooperativa,33-90123456-3,Agroindustria,2,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,277.194,2020-03-29,25,Villa María,Argentina
P00150,Gabriel López Cooperativa,33-90123456-3,Agroindustria,2,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,137.527,2020-06-28,25,Villa María,Argentina
P00150,Gabriel López Cooperativa,33-90123456-3,Agroindustria,2,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,157.821,2020-09-28,25,Villa María,Argentina
P00150,Gabriel López Cooperativa,33-90123456-3,Agroindustria,2,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,22.735,2020-11-19,25,Villa María,Argentina
P00150,Gabriel López Cooperativa,33-90123456-3,Agroindustria,2,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,268.049,2021-03-01,25,Villa María,Argentina
P00150,Gabriel López Cooperativa,33-90123456-3,Agroindustria,2,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,195.051,2021-02-16,25,Villa María,Argentina
P00150,Gabriel López Cooperativa,33-90123456-3,Agroindustria,2,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,260.964,2022-10-16,25,Villa María,Argentina
