numero,nombre,tipo,contacto,correo,telefono,observaciones,tipo_contribuyente_id,cuit,alta,baja,activo,frecuencia,importe,nro_cuenta_id,fecha_donacion
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,102.864,12,2021-08-05
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,228.71,12,2021-09-19
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,291.54,12,2021-10-03
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,366.63,12,2021-11-22
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,446.985,12,2021-12-09
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,326.348,12,2022-01-03
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,429.54,12,2022-02-18
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,303.796,12,2022-03-07
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,262.362,12,2022-04-25
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,523.067,12,2022-05-12
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,534.547,12,2022-06-30
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,307.194,12,2022-07-15
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,462.809,12,2022-08-09
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,434.394,12,2022-09-23
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,291.606,12,2022-10-07
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,217.008,12,2022-11-20
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,592.642,12,2022-12-05
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,74.488,12,2022-01-21
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,14.428,12,2022-02-14
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,47.448,12,2022-03-07
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,67.094,12,2022-04-22
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,59.924,12,2022-05-10
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,46.713,12,2022-06-30
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,59.286,12,2022-07-15
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,89.666,12,2022-08-04
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,81.847,12,2022-09-19
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,83.619,12,2022-10-05
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,166.344,12,2022-11-23
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,174.132,12,2022-12-09
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,570.388,12,2023-01-02
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,349.275,12,2023-02-16
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,561.428,12,2023-03-08
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,579.438,12,2023-04-25
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,359.406,12,2023-05-12
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,590.415,12,2023-06-30
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,410.481,12,2023-07-14
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,234.722,12,2023-08-09
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,334.523,12,2023-09-22
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,366.542,12,2023-10-07
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,537.16,12,2023-11-19
D00133,Energía Futuro SA,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,3,30678912347,2022-01-01,2023-12-31,NO,Mensual,553.331,12,2023-12-05
D00134,Energía Sustentable S.A,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,5,33123456789,2023-01-01,2023-12-31,NO,Mensual,356.962,12,2023-01-01
D00134,Energía Sustentable S.A,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,5,33123456789,2023-01-01,2023-12-31,NO,Mensual,263.071,12,2023-02-15
D00134,Energía Sustentable S.A,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,5,33123456789,2023-01-01,2023-12-31,NO,Mensual,525.33,12,2023-03-08
D00134,Energía Sustentable S.A,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,5,33123456789,2023-01-01,2023-12-31,NO,Mensual,508.349,12,2023-04-23
D00134,Energía Sustentable S.A,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,5,33123456789,2023-01-01,2023-12-31,NO,Mensual,501.922,12,2023-05-12
D00134,Energía Sustentable S.A,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,5,33123456789,2023-01-01,2023-12-31,NO,Mensual,462.336,12,2023-06-30
D00134,Energía Sustentable S.A,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,5,33123456789,2023-01-01,2023-12-31,NO,Mensual,445.924,12,2023-07-14
D00134,Energía Sustentable S.A,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,5,33123456789,2023-01-01,2023-12-31,NO,Mensual,341.986,12,2023-08-05
D00134,Energía Sustentable S.A,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,5,33123456789,2023-01-01,2023-12-31,NO,Mensual,307.348,12,2023-09-19
D00134,Energía Sustentable S.A,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,5,33123456789,2023-01-01,2023-12-31,NO,Mensual,449.104,12,2023-10-03
D00134,Energía Sustentable S.A,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,5,33123456789,2023-01-01,2023-12-31,NO,Mensual,265.027,12,2023-11-22
D00134,Energía Sustentable S.A,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,5,33123456789,2023-01-01,2023-12-31,NO,Mensual,547.298,12,2023-12-09
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,60.805,12,2020-01-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,32.127,12,2020-03-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,63.835,12,2020-05-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,84.204,12,2020-07-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,121.573,12,2020-09-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,179.927,12,2020-11-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,433.438,12,2021-01-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,526.926,12,2021-03-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,271.642,12,2021-05-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,400.338,12,2021-07-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,545.228,12,2021-09-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,244.089,12,2021-11-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,569.863,12,2022-01-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,465.762,12,2022-03-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,268.395,12,2022-05-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,694.3,12,2022-07-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,676.067,12,2022-09-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,727.911,12,2022-11-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,538.554,12,2023-01-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,572.337,12,2023-03-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,604.351,12,2023-05-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,563.349,12,2023-07-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,697.998,12,2023-09-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,675.277,12,2023-11-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,747.671,12,2024-01-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,607.88,12,2024-03-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,668.347,12,2024-05-01
D00135,Logística Global SRL,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,4,20987654321,2020-01-01,,SI,Bimestral,761.671,12,2024-07-01
D00136,AgroIndustrias del Sur SA,Agroindustria,Contacto AAS,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,3,33112233445,2024-01-01,,SI,Mensual,771.106,12,2024-01-01
D00136,AgroIndustrias del Sur SA,Agroindustria,Contacto AAS,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,3,33112233445,2024-01-01,,SI,Mensual,626.668,12,2024-02-15
D00136,AgroIndustrias del Sur SA,Agroindustria,Contacto AAS,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,3,33112233445,2024-01-01,,SI,Mensual,647.753,12,2024-03-08
D00136,AgroIndustrias del Sur SA,Agroindustria,Contacto AAS,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,3,33112233445,2024-01-01,,SI,Mensual,571.778,12,2024-04-22
D00136,AgroIndustrias del Sur SA,Agroindustria,Contacto AAS,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,3,33112233445,2024-01-01,,SI,Mensual,783.804,12,2024-05-10
D00136,AgroIndustrias del Sur SA,Agroindustria,Contacto AAS,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,3,33112233445,2024-01-01,,SI,Mensual,578.491,12,2024-06-30
D00136,AgroIndustrias del Sur SA,Agroindustria,Contacto AAS,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,3,33112233445,2024-01-01,,SI,Mensual,770.156,12,2024-07-14
D00136,AgroIndustrias del Sur SA,Agroindustria,Contacto AAS,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,3,33112233445,2024-01-01,,SI,Mensual,648.108,12,2024-08-05
D00136,AgroIndustrias del Sur SA,Agroindustria,Contacto AAS,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,3,33112233445,2024-01-01,,SI,Mensual,556.901,12,2024-09-02
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,46.148,12,2022-06-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,23.153,12,2022-07-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,83.712,12,2022-08-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,55.339,12,2022-09-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,65.179,12,2022-10-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,173.595,12,2022-11-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,116.913,12,2022-12-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,447.298,12,2023-01-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,307.698,12,2023-02-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,464.627,12,2023-03-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,294.917,12,2023-04-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,273.536,12,2023-05-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,477.167,12,2023-06-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,345.24,12,2023-07-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,578.153,12,2023-08-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,255.436,12,2023-09-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,630.203,12,2023-10-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,788.229,12,2023-11-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,667.281,12,2023-12-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,663.026,12,2024-01-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,575.89,12,2024-02-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,704.002,12,2024-03-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,776.587,12,2024-04-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,700.318,12,2024-05-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,782.687,12,2024-06-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,711.56,12,2024-07-05
D00137,TecnoAvanzado SRL,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,4,20223344556,2022-06-05,,SI,Mensual,768.202,12,2024-08-05
D00138,Innovación Solar S.A,Campaña,Contacto AIS,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,5,30998877667,2024-02-02,,SI,Mensual,71.381,12,2024-02-02
D00138,Innovación Solar S.A,Campaña,Contacto AIS,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,5,30998877667,2024-02-02,,SI,Mensual,55.346,12,2024-03-12
D00138,Innovación Solar S.A,Campaña,Contacto AIS,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,5,30998877667,2024-02-02,,SI,Mensual,66.576,12,2024-04-08
D00138,Innovación Solar S.A,Campaña,Contacto AIS,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,5,30998877667,2024-02-02,,SI,Mensual,83.697,12,2024-05-25
D00138,Innovación Solar S.A,Campaña,Contacto AIS,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,5,30998877667,2024-02-02,,SI,Mensual,40.499,12,2024-06-10
D00138,Innovación Solar S.A,Campaña,Contacto AIS,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,5,30998877667,2024-02-02,,SI,Mensual,41.123,12,2024-07-28
D00138,Innovación Solar S.A,Campaña,Contacto AIS,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,5,30998877667,2024-02-02,,SI,Mensual,15.614,12,2024-08-15
D00138,Innovación Solar S.A,Campaña,Contacto AIS,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,5,30998877667,2024-02-02,,SI,Mensual,34.964,12,2024-09-05
D00139,TechGreen Innovación SRL,Agroindustria,Contacto ATG,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,3,25678901230,2024-04-01,,SI,Mensual,551.05,12,2024-04-01
D00139,TechGreen Innovación SRL,Agroindustria,Contacto ATG,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,3,25678901230,2024-04-01,,SI,Mensual,700.29,12,2024-05-15
D00139,TechGreen Innovación SRL,Agroindustria,Contacto ATG,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,3,25678901230,2024-04-01,,SI,Mensual,565.167,12,2024-06-08
D00139,TechGreen Innovación SRL,Agroindustria,Contacto ATG,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,3,25678901230,2024-04-01,,SI,Mensual,635.642,12,2024-07-22
D00139,TechGreen Innovación SRL,Agroindustria,Contacto ATG,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,3,25678901230,2024-04-01,,SI,Mensual,642.222,12,2024-08-10
D00139,TechGreen Innovación SRL,Agroindustria,Contacto ATG,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,3,25678901230,2024-04-01,,SI,Mensual,514.844,12,2024-09-01
D00140,EcoTransporte SA,Estado,Contacto AET,fernando.lopez@ecotransporte.com,(+)54 9 11 8765 4321,Observación SS,1,30334455667,2022-04-01,2023-12-01,NO,Semestral,496.574,12,2022-04-01
D00140,EcoTransporte SA,Estado,Contacto AET,fernando.lopez@ecotransporte.com,(+)54 9 11 8765 4321,Observación SS,1,30334455667,2022-04-01,2023-12-01,NO,Semestral,444.382,12,2022-10-01
D00140,EcoTransporte SA,Estado,Contacto AET,fernando.lopez@ecotransporte.com,(+)54 9 11 8765 4321,Observación SS,1,30334455667,2022-04-01,2023-12-01,NO,Semestral,488.44,12,2023-04-01
D00140,EcoTransporte SA,Estado,Contacto AET,fernando.lopez@ecotransporte.com,(+)54 9 11 8765 4321,Observación SS,1,30334455667,2022-04-01,2023-12-01,NO,Semestral,309.601,12,2023-10-01
D00141,Apoyo Social Universal GOB,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,1,30336755668,2021-01-01,2024-06-01,NO,Trimestral,51.713,12,2021-01-01
D00141,Apoyo Social Universal GOB,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,1,30336755668,2021-01-01,2024-06-01,NO,Trimestral,109.533,12,2021-04-01
