Número Proveedor,Nombre Proveedor,Nombre Proveedor,CUIT,Categor/a Proveedor,tipo_contribuyente_id,Contacto,Correo Electrónico,Teléfono,Razón Social,Importe,Fecha,nro_cuenta_id,Ciudad,Pais
P00132,Andrés Ruiz S.A.,Andrés Ruiz,30-12345678-9,Tecnología,2,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,S.A.,$110.878,07/01/2021,27,General Roca,Argentina
P00132,Andrés Ruiz S.A.,Andrés Ruiz,30-12345678-9,Tecnología,2,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,S.A.,$48.679,22/09/2022,27,General Roca,Argentina
P00132,Andrés Ruiz S.A.,Andrés Ruiz,30-12345678-9,Tecnología,2,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,S.A.,$50.488,22/10/2022,27,General Roca,Argentina
P00133,Daniela Fernández S.A.,Daniela Fernández,27-23456789-4,Energía Eólica,4,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,Sociedad Anónima,$127.726,07/02/2020,19,Junín,Argentina
P00133,Daniela Fernández S.A.,Daniela Fernández,27-23456789-4,Energía Eólica,4,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,Sociedad Anónima,$102.297,07/05/2020,19,Junín,Argentina
P00133,Daniela Fernández S.A.,Daniela Fernández,27-23456789-4,Energía Eólica,4,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,Sociedad Anónima,$150.974,07/08/2020,19,Junín,Argentina
P00133,Daniela Fernández S.A.,Daniela Fernández,27-23456789-4,Energía Eólica,4,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,Sociedad Anónima,$256.144,28/12/2020,19,Junín,Argentina
P00133,Daniela Fernández S.A.,Daniela Fernández,27-23456789-4,Energía Eólica,4,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,Sociedad Anónima,$31.099,10/01/2021,19,Junín,Argentina
P00133,Daniela Fernández S.A.,Daniela Fernández,27-23456789-4,Energía Eólica,4,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,Sociedad Anónima,$194.151,25/09/2022,19,Junín,Argentina
P00133,Daniela Fernández S.A.,Daniela Fernández,27-23456789-4,Energía Eólica,4,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,Sociedad Anónima,$126.804,25/10/2022,19,Junín,Argentina
P00134,Luis Gómez S.R.L.,Luis Gómez,23-34567890-7,Construcción,2,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,$243.396,10/02/2020,38,Buenos Aires,Argentina
P00134,Luis Gómez S.R.L.,Luis Gómez,23-34567890-7,Construcción,2,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,$24.358,10/05/2020,38,Buenos Aires,Argentina
P00134,Luis Gómez S.R.L.,Luis Gómez,23-34567890-7,Construcción,2,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,$60.625,10/08/2020,38,Buenos Aires,Argentina
P00134,Luis Gómez S.R.L.,Luis Gómez,23-34567890-7,Construcción,2,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,$161.646,1/10/2020,38,Buenos Aires,Argentina
P00134,Luis Gómez S.R.L.,Luis Gómez,23-34567890-7,Construcción,2,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,$135.225,01/01/2021,38,Buenos Aires,Argentina
P00134,Luis Gómez S.R.L.,Luis Gómez,23-34567890-7,Construcción,2,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,$249.165,13/01/2021,38,Buenos Aires,Argentina
P00134,Luis Gómez S.R.L.,Luis Gómez,23-34567890-7,Construcción,2,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,$219.837,28/09/2022,38,Buenos Aires,Argentina
P00134,Luis Gómez S.R.L.,Luis Gómez,23-34567890-7,Construcción,2,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,$173.152,28/01/2021,38,Buenos Aires,Argentina
P00135,Marcela Jiménez Cooperativa,Marcela Jiménez,33-45678901-8,Agroindustria,4,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,$46.325,13/02/2020,25,Rafaela,Argentina
P00135,Marcela Jiménez Cooperativa,Marcela Jiménez,33-45678901-8,Agroindustria,4,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,$165.797,13/05/2020,25,Rafaela,Argentina
P00135,Marcela Jiménez Cooperativa,Marcela Jiménez,33-45678901-8,Agroindustria,4,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,$294.815,13/08/2020,25,Rafaela,Argentina
P00135,Marcela Jiménez Cooperativa,Marcela Jiménez,33-45678901-8,Agroindustria,4,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,$57.988,4/10/2020,25,Rafaela,Argentina
P00135,Marcela Jiménez Cooperativa,Marcela Jiménez,33-45678901-8,Agroindustria,4,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,$89.516,04/01/2021,25,Rafaela,Argentina
P00135,Marcela Jiménez Cooperativa,Marcela Jiménez,33-45678901-8,Agroindustria,4,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,$281.214,16/01/2021,25,Rafaela,Argentina
P00135,Marcela Jiménez Cooperativa,Marcela Jiménez,33-45678901-8,Agroindustria,4,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,$225.311,1/10/2022,25,Rafaela,Argentina
P00135,Marcela Jiménez Cooperativa,Marcela Jiménez,33-45678901-8,Agroindustria,4,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,$170.553,01/02/2021,25,Rafaela,Argentina
P00136,Roberto Díaz S.A.,Roberto Díaz,20-56789012-3,Tecnología,2,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,S.A.,$220.987,16/02/2020,27,Rio Gallegos,Argentina
P00136,Roberto Díaz S.A.,Roberto Díaz,20-56789012-3,Tecnología,2,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,S.A.,$260.964,16/05/2020,27,Rio Gallegos,Argentina
P00136,Roberto Díaz S.A.,Roberto Díaz,20-56789012-3,Tecnología,2,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,S.A.,$45.468,16/08/2020,27,Rio Gallegos,Argentina
P00136,Roberto Díaz S.A.,Roberto Díaz,20-56789012-3,Tecnología,2,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,S.A.,$135.113,7/10/2020,27,Rio Gallegos,Argentina
P00136,Roberto Díaz S.A.,Roberto Díaz,20-56789012-3,Tecnología,2,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,S.A.,$148.154,19/01/2021,27,Rio Gallegos,Argentina
P00136,Roberto Díaz S.A.,Roberto Díaz,20-56789012-3,Tecnología,2,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,S.A.,$247.527,4/10/2022,27,Rio Gallegos,Argentina
P00136,Roberto Díaz S.A.,Roberto Díaz,20-56789012-3,Tecnología,2,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,S.A.,$212.736,04/02/2021,27,Rio Gallegos,Argentina
P00137,Camila Martínez S.R.L.,Camila Martínez,30-67890123-4,Energía Solar,4,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,S.R.L.,$221.445,19/02/2020,19,Buenos Aires,Argentina
P00137,Camila Martínez S.R.L.,Camila Martínez,30-67890123-4,Energía Solar,4,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,S.R.L.,$228.513,19/05/2020,19,Buenos Aires,Argentina
P00137,Camila Martínez S.R.L.,Camila Martínez,30-67890123-4,Energía Solar,4,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,S.R.L.,$247.726,19/08/2020,19,Buenos Aires,Argentina
P00137,Camila Martínez S.R.L.,Camila Martínez,30-67890123-4,Energía Solar,4,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,S.R.L.,$295.302,10/10/2020,19,Buenos Aires,Argentina
P00137,Camila Martínez S.R.L.,Camila Martínez,30-67890123-4,Energía Solar,4,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,S.R.L.,$217.867,22/01/2021,19,Buenos Aires,Argentina
P00137,Camila Martínez S.R.L.,Camila Martínez,30-67890123-4,Energía Solar,4,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,S.R.L.,$223.875,7/10/2022,19,Buenos Aires,Argentina
P00137,Camila Martínez S.R.L.,Camila Martínez,30-67890123-4,Energía Solar,4,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,S.R.L.,$151.708,07/02/2021,19,Buenos Aires,Argentina
P00138,Santiago López S.A.,Santiago López,27-78901234-6,Transporte,2,Santiago López,santiago.lopez@empresa.jkl,0345-6789,Sociedad Anónima,$94.895,22/02/2020,20,Mendoza,Argentina
P00138,Santiago López S.A.,Santiago López,27-78901234-6,Transporte,2,Santiago López,santiago.lopez@empresa.jkl,0345-6789,Sociedad Anónima,$91.564,22/05/2020,20,Mendoza,Argentina
P00138,Santiago López S.A.,Santiago López,27-78901234-6,Transporte,2,Santiago López,santiago.lopez@empresa.jkl,0345-6789,Sociedad Anónima,$175.561,22/08/2020,20,Mendoza,Argentina
P00138,Santiago López S.A.,Santiago López,27-78901234-6,Transporte,2,Santiago López,santiago.lopez@empresa.jkl,0345-6789,Sociedad Anónima,$73.794,13/10/2020,20,Mendoza,Argentina
P00138,Santiago López S.A.,Santiago López,27-78901234-6,Transporte,2,Santiago López,santiago.lopez@empresa.jkl,0345-6789,Sociedad Anónima,$73.794,25/01/2021,20,Mendoza,Argentina
P00138,Santiago López S.A.,Santiago López,27-78901234-6,Transporte,2,Santiago López,santiago.lopez@empresa.jkl,0345-6789,Sociedad Anónima,$148.032,10/10/2022,20,Mendoza,Argentina
P00138,Santiago López S.A.,Santiago López,27-78901234-6,Transporte,2,Santiago López,santiago.lopez@empresa.jkl,0345-6789,Sociedad Anónima,$279.688,10/02/2021,20,Mendoza,Argentina
P00139,Fernanda García S.R.L.,Fernanda García,23-89012345-9,Construcción,4,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,$139.765,25/02/2020,38,Cordoba,Argentina
P00139,Fernanda García S.R.L.,Fernanda García,23-89012345-9,Construcción,4,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,$143.944,25/05/2020,38,Cordoba,Argentina
P00139,Fernanda García S.R.L.,Fernanda García,23-89012345-9,Construcción,4,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,$158.384,25/08/2020,38,Cordoba,Argentina
P00139,Fernanda García S.R.L.,Fernanda García,23-89012345-9,Construcción,4,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,$106.432,16/10/2020,38,Cordoba,Argentina
P00139,Fernanda García S.R.L.,Fernanda García,23-89012345-9,Construcción,4,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,$106.432,28/01/2021,38,Cordoba,Argentina
P00139,Fernanda García S.R.L.,Fernanda García,23-89012345-9,Construcción,4,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,$42.668,13/10/2022,38,Cordoba,Argentina
P00139,Fernanda García S.R.L.,Fernanda García,23-89012345-9,Construcción,4,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,$72.059,13/02/2021,38,Cordoba,Argentina
P00140,Nicolás Castillo Cooperativa,Nicolás Castillo,33-90123456-0,Agroindustria,2,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,$248.599,28/02/2020,25,Rosario,Argentina
P00140,Nicolás Castillo Cooperativa,Nicolás Castillo,33-90123456-0,Agroindustria,2,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,$159.738,28/05/2020,25,Rosario,Argentina
P00140,Nicolás Castillo Cooperativa,Nicolás Castillo,33-90123456-0,Agroindustria,2,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,$122.240,28/08/2020,25,Rosario,Argentina
P00140,Nicolás Castillo Cooperativa,Nicolás Castillo,33-90123456-0,Agroindustria,2,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,$90.675,19/10/2020,25,Rosario,Argentina
P00140,Nicolás Castillo Cooperativa,Nicolás Castillo,33-90123456-0,Agroindustria,2,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,$90.675,01/02/2021,25,Rosario,Argentina
P00140,Nicolás Castillo Cooperativa,Nicolás Castillo,33-90123456-0,Agroindustria,2,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,$81.679,16/10/2022,25,Rosario,Argentina
P00140,Nicolás Castillo Cooperativa,Nicolás Castillo,33-90123456-0,Agroindustria,2,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,$117.043,16/02/2021,25,Rosario,Argentina
P00141,Juliana Pérez S.R.L.,Juliana Pérez,20-01234567-4,Consultoría,4,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,$130.696,02/03/2020,19,San Juan,Argentina
P00141,Juliana Pérez S.R.L.,Juliana Pérez,20-01234567-4,Consultoría,4,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,$207.725,01/06/2020,19,San Juan,Argentina
P00141,Juliana Pérez S.R.L.,Juliana Pérez,20-01234567-4,Consultoría,4,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,$121.055,01/09/2020,19,San Juan,Argentina
P00141,Juliana Pérez S.R.L.,Juliana Pérez,20-01234567-4,Consultoría,4,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,$252.093,22/10/2020,19,San Juan,Argentina
P00141,Juliana Pérez S.R.L.,Juliana Pérez,20-01234567-4,Consultoría,4,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,$252.093,04/02/2021,19,San Juan,Argentina
P00141,Juliana Pérez S.R.L.,Juliana Pérez,20-01234567-4,Consultoría,4,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,$280.320,19/10/2022,19,San Juan,Argentina
P00141,Juliana Pérez S.R.L.,Juliana Pérez,20-01234567-4,Consultoría,4,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,$11.442,19/02/2021,19,San Juan,Argentina
P00142,Diego Fernández S.A.,Diego Fernández,30-12345678-5,Tecnología,2,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,$88.206,05/03/2020,27,San Rafael,Argentina
P00142,Diego Fernández S.A.,Diego Fernández,30-12345678-5,Tecnología,2,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,$103.821,04/06/2020,27,San Rafael,Argentina
P00142,Diego Fernández S.A.,Diego Fernández,30-12345678-5,Tecnología,2,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,$52.184,04/09/2020,27,San Rafael,Argentina
P00142,Diego Fernández S.A.,Diego Fernández,30-12345678-5,Tecnología,2,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,$85.168,25/10/2020,27,San Rafael,Argentina
P00142,Diego Fernández S.A.,Diego Fernández,30-12345678-5,Tecnología,2,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,$85.168,07/02/2021,27,San Rafael,Argentina
P00142,Diego Fernández S.A.,Diego Fernández,30-12345678-5,Tecnología,2,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,$34.695,22/10/2022,27,San Rafael,Argentina
P00142,Diego Fernández S.A.,Diego Fernández,30-12345678-5,Tecnología,2,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,$10.587,22/09/2022,27,San Rafael,Argentina
P00143,Mariana Gómez S.A.,Mariana Gómez,27-23456789-6,Energía Eólica,4,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,Sociedad Anónima,$255.727,08/03/2020,19,Posadas,Argentina
P00143,Mariana Gómez S.A.,Mariana Gómez,27-23456789-6,Energía Eólica,4,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,Sociedad Anónima,$253.296,07/06/2020,19,Posadas,Argentina
P00143,Mariana Gómez S.A.,Mariana Gómez,27-23456789-6,Energía Eólica,4,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,Sociedad Anónima,$200.021,07/09/2020,19,Posadas,Argentina
P00143,Mariana Gómez S.A.,Mariana Gómez,27-23456789-6,Energía Eólica,4,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,Sociedad Anónima,$278.387,28/10/2020,19,Posadas,Argentina
P00143,Mariana Gómez S.A.,Mariana Gómez,27-23456789-6,Energía Eólica,4,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,Sociedad Anónima,$278.387,10/02/2021,19,Posadas,Argentina
P00143,Mariana Gómez S.A.,Mariana Gómez,27-23456789-6,Energía Eólica,4,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,Sociedad Anónima,$82.635,25/10/2022,19,Posadas,Argentina
P00143,Mariana Gómez S.A.,Mariana Gómez,27-23456789-6,Energía Eólica,4,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,Sociedad Anónima,$13.020,25/09/2022,19,Posadas,Argentina
P00144,Manuel Rodríguez S.R.L.,Manuel Rodríguez,23-34567890-1,Construcción,2,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,$295.728,11/03/2020,38,Bahía Blanca,Argentina
P00144,Manuel Rodríguez S.R.L.,Manuel Rodríguez,23-34567890-1,Construcción,2,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,$201.749,10/06/2020,38,Bahía Blanca,Argentina
P00144,Manuel Rodríguez S.R.L.,Manuel Rodríguez,23-34567890-1,Construcción,2,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,$269.410,10/09/2020,38,Bahía Blanca,Argentina
P00144,Manuel Rodríguez S.R.L.,Manuel Rodríguez,23-34567890-1,Construcción,2,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,$156.276,1/11/2020,38,Bahía Blanca,Argentina
P00144,Manuel Rodríguez S.R.L.,Manuel Rodríguez,23-34567890-1,Construcción,2,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,$156.276,13/02/2021,38,Bahía Blanca,Argentina
P00144,Manuel Rodríguez S.R.L.,Manuel Rodríguez,23-34567890-1,Construcción,2,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,$124.428,28/01/2021,38,Bahía Blanca,Argentina
P00144,Manuel Rodríguez S.R.L.,Manuel Rodríguez,23-34567890-1,Construcción,2,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,$217.800,28/09/2022,38,Bahía Blanca,Argentina
P00145,Clara Jiménez Cooperativa,Clara Jiménez,33-45678901-2,Agroindustria,4,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,$59.893,14/03/2020,25,Resistencia,Argentina
P00145,Clara Jiménez Cooperativa,Clara Jiménez,33-45678901-2,Agroindustria,4,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,$43.682,13/06/2020,25,Resistencia,Argentina
P00145,Clara Jiménez Cooperativa,Clara Jiménez,33-45678901-2,Agroindustria,4,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,$228.649,13/09/2020,25,Resistencia,Argentina
P00145,Clara Jiménez Cooperativa,Clara Jiménez,33-45678901-2,Agroindustria,4,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,$28.845,4/11/2020,25,Resistencia,Argentina
P00145,Clara Jiménez Cooperativa,Clara Jiménez,33-45678901-2,Agroindustria,4,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,$28.845,16/02/2021,25,Resistencia,Argentina
P00145,Clara Jiménez Cooperativa,Clara Jiménez,33-45678901-2,Agroindustria,4,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,$61.059,01/02/2021,25,Resistencia,Argentina
P00145,Clara Jiménez Cooperativa,Clara Jiménez,33-45678901-2,Agroindustria,4,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,$268.049,1/10/2022,25,Resistencia,Argentina
P00146,Eduardo Reyes S.A.,Eduardo Reyes,20-56789012-5,Tecnología,2,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,$44.782,17/03/2020,27,Formosa,Argentina
P00146,Eduardo Reyes S.A.,Eduardo Reyes,20-56789012-5,Tecnología,2,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,$36.878,16/06/2020,27,Formosa,Argentina
P00146,Eduardo Reyes S.A.,Eduardo Reyes,20-56789012-5,Tecnología,2,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,$47.698,16/09/2020,27,Formosa,Argentina
P00146,Eduardo Reyes S.A.,Eduardo Reyes,20-56789012-5,Tecnología,2,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,$298.913,7/11/2020,27,Formosa,Argentina
P00146,Eduardo Reyes S.A.,Eduardo Reyes,20-56789012-5,Tecnología,2,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,$11.442,19/02/2021,27,Formosa,Argentina
P00146,Eduardo Reyes S.A.,Eduardo Reyes,20-56789012-5,Tecnología,2,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,$183.119,04/02/2021,27,Formosa,Argentina
P00146,Eduardo Reyes S.A.,Eduardo Reyes,20-56789012-5,Tecnología,2,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,$229.698,4/10/2022,27,Formosa,Argentina
P00147,Laura Castillo S.R.L.,Laura Castillo,30-67890123-6,Energía Solar,4,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,$195.892,20/03/2020,19,Santiago del Estero,Argentina
P00147,Laura Castillo S.R.L.,Laura Castillo,30-67890123-6,Energía Solar,4,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,$113.452,19/06/2020,19,Santiago del Estero,Argentina
P00147,Laura Castillo S.R.L.,Laura Castillo,30-67890123-6,Energía Solar,4,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,$20.782,19/09/2020,19,Santiago del Estero,Argentina
P00147,Laura Castillo S.R.L.,Laura Castillo,30-67890123-6,Energía Solar,4,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,$10.509,10/11/2020,19,Santiago del Estero,Argentina
P00147,Laura Castillo S.R.L.,Laura Castillo,30-67890123-6,Energía Solar,4,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,$10.587,22/02/2021,19,Santiago del Estero,Argentina
P00147,Laura Castillo S.R.L.,Laura Castillo,30-67890123-6,Energía Solar,4,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,$202.693,07/02/2021,19,Santiago del Estero,Argentina
P00147,Laura Castillo S.R.L.,Laura Castillo,30-67890123-6,Energía Solar,4,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,$102.297,7/10/2022,19,Santiago del Estero,Argentina
P00148,Alejandro Rivas S.A.,Alejandro Rivas,27-78901234-9,Transporte,2,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,Sociedad Anónima,$108.357,23/03/2020,20,Río Cuarto,Argentina
P00148,Alejandro Rivas S.A.,Alejandro Rivas,27-78901234-9,Transporte,2,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,Sociedad Anónima,$280.161,22/06/2020,20,Río Cuarto,Argentina
P00148,Alejandro Rivas S.A.,Alejandro Rivas,27-78901234-9,Transporte,2,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,Sociedad Anónima,$138.216,22/09/2020,20,Río Cuarto,Argentina
P00148,Alejandro Rivas S.A.,Alejandro Rivas,27-78901234-9,Transporte,2,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,Sociedad Anónima,$239.084,13/11/2020,20,Río Cuarto,Argentina
P00148,Alejandro Rivas S.A.,Alejandro Rivas,27-78901234-9,Transporte,2,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,Sociedad Anónima,$13.020,25/02/2021,20,Río Cuarto,Argentina
P00148,Alejandro Rivas S.A.,Alejandro Rivas,27-78901234-9,Transporte,2,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,Sociedad Anónima,$26.156,10/02/2021,20,Río Cuarto,Argentina
P00148,Alejandro Rivas S.A.,Alejandro Rivas,27-78901234-9,Transporte,2,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,Sociedad Anónima,$24.358,10/10/2022,20,Río Cuarto,Argentina
P00149,Verónica Martínez S.R.L.,Verónica Martínez,23-89012346-2,Construcción,4,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,$221.537,26/03/2020,38,Buenos Aires,Argentina
P00149,Verónica Martínez S.R.L.,Verónica Martínez,23-89012346-2,Construcción,4,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,$164.567,25/06/2020,38,Buenos Aires,Argentina
P00149,Verónica Martínez S.R.L.,Verónica Martínez,23-89012346-2,Construcción,4,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,$91.071,25/09/2020,38,Buenos Aires,Argentina
P00149,Verónica Martínez S.R.L.,Verónica Martínez,23-89012346-2,Construcción,4,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,$98.759,16/11/2020,38,Buenos Aires,Argentina
P00149,Verónica Martínez S.R.L.,Verónica Martínez,23-89012346-2,Construcción,4,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,$217.800,28/02/2021,38,Buenos Aires,Argentina
P00149,Verónica Martínez S.R.L.,Verónica Martínez,23-89012346-2,Construcción,4,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,$295.351,13/02/2021,38,Buenos Aires,Argentina
P00149,Verónica Martínez S.R.L.,Verónica Martínez,23-89012346-2,Construcción,4,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,$165.797,13/10/2022,38,Buenos Aires,Argentina
P00150,Gabriel López Cooperativa,Gabriel López,33-90123456-3,Agroindustria,2,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,$277.194,29/03/2020,25,Villa María,Argentina
P00150,Gabriel López Cooperativa,Gabriel López,33-90123456-3,Agroindustria,2,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,$137.527,28/06/2020,25,Villa María,Argentina
P00150,Gabriel López Cooperativa,Gabriel López,33-90123456-3,Agroindustria,2,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,$157.821,28/09/2020,25,Villa María,Argentina
P00150,Gabriel López Cooperativa,Gabriel López,33-90123456-3,Agroindustria,2,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,$22.735,19/11/2020,25,Villa María,Argentina
P00150,Gabriel López Cooperativa,Gabriel López,33-90123456-3,Agroindustria,2,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,$268.049,01/03/2021,25,Villa María,Argentina
P00150,Gabriel López Cooperativa,Gabriel López,33-90123456-3,Agroindustria,2,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,$195.051,16/02/2021,25,Villa María,Argentina
