Número,Nombre,Nombre,Tipo,Contacto,Cargo,Correo Electrónico,Teléfono,Observaciones,Razon Social,tipo_contribuyente_id,CUIT,Alta,Baja,Activo,Frecuencia,Importe,nro_cuenta_id,Fecha de la donacion
D00123,Merendero Solidario GOB,Merendero Solidario,ONG,-,,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,4,24-72582356-8,02/01/2021,,SI,Mensual,$1.121.873,12,02/01/2021
D00123,Merendero Solidario GOB,Merendero Solidario,ONG,-,,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,4,24-72582356-8,02/01/2021,,SI,Mensual,$220.940,12,15/02/2021
D00123,Merendero Solidario GOB,Merendero Solidario,ONG,-,,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,4,24-72582356-8,02/01/2021,,SI,Mensual,$570.809,12,07/03/2021
D00123,Merendero Solidario GOB,Merendero Solidario,ONG,-,,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,4,24-72582356-8,02/01/2021,,SI,Mensual,$408.684,12,22/04/2021
D00123,Merendero Solidario GOB,Merendero Solidario,ONG,-,,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,4,24-72582356-8,02/01/2021,,SI,Mensual,$451.106,12,10/05/2021
D00123,Merendero Solidario GOB,Merendero Solidario,ONG,-,,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,4,24-72582356-8,02/01/2021,,SI,Mensual,$442.684,12,28/06/2021
D00123,Merendero Solidario GOB,Merendero Solidario,ONG,-,,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,4,24-72582356-8,02/01/2021,,SI,Mensual,$404.537,12,05/07/2021
D00123,Merendero Solidario GOB,Merendero Solidario,ONG,-,,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,4,24-72582356-8,02/01/2021,,SI,Mensual,$374.870,12,19/08/2021
D00123,Merendero Solidario GOB,Merendero Solidario,ONG,-,,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,4,24-72582356-8,02/01/2021,,SI,Mensual,$496.721,12,12/09/2021
D00123,Merendero Solidario GOB,Merendero Solidario,ONG,-,,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,4,24-72582356-8,02/01/2021,,SI,Mensual,$455.378,12,26/10/2021
D00123,Merendero Solidario GOB,Merendero Solidario,ONG,-,,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,4,24-72582356-8,02/01/2021,,SI,Mensual,$329.454,12,3/11/2021
D00123,Merendero Solidario GOB,Merendero Solidario,ONG,-,,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,4,24-72582356-8,02/01/2021,,SI,Mensual,$492.165,12,21/12/2021
D00124,Soluciones VerdeVida ONG,Soluciones VerdeVida,ONG,Contacto DSF,,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,4,20-12345678-9,01/02/2024,,SI,Mensual,$221.969,12,01/02/2024
D00124,Soluciones VerdeVida ONG,Soluciones VerdeVida,ONG,Contacto DSF,,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,4,20-12345678-9,01/02/2024,,SI,Mensual,$293.230,12,14/03/2024
D00124,Soluciones VerdeVida ONG,Soluciones VerdeVida,ONG,Contacto DSF,,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,4,20-12345678-9,01/02/2024,,SI,Mensual,$568.883,12,09/04/2024
D00124,Soluciones VerdeVida ONG,Soluciones VerdeVida,ONG,Contacto DSF,,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,4,20-12345678-9,01/02/2024,,SI,Mensual,$470.187,12,22/05/2024
D00124,Soluciones VerdeVida ONG,Soluciones VerdeVida,ONG,Contacto DSF,,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,4,20-12345678-9,01/02/2024,,SI,Mensual,$347.778,12,07/06/2024
D00124,Soluciones VerdeVida ONG,Soluciones VerdeVida,ONG,Contacto DSF,,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,4,20-12345678-9,01/02/2024,,SI,Mensual,$295.364,12,18/07/2024
D00124,Soluciones VerdeVida ONG,Soluciones VerdeVida,ONG,Contacto DSF,,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,4,20-12345678-9,01/02/2024,,SI,Mensual,$250.149,12,03/08/2024
D00124,Soluciones VerdeVida ONG,Soluciones VerdeVida,ONG,Contacto DSF,,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,4,20-12345678-9,01/02/2024,,SI,Mensual,$473.575,12,01/09/2024
D00125,Innovación Global S.A,Innovación Global,Empresa,Contacto DDD,,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,5,27-23456789-1,02/02/2024,,SI,Mensual,$35.115,9,02/02/2024
D00125,Innovación Global S.A,Innovación Global,Empresa,Contacto DDD,,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,5,27-23456789-1,02/02/2024,,SI,Mensual,$43.290,9,18/03/2024
D00125,Innovación Global S.A,Innovación Global,Empresa,Contacto DDD,,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,5,27-23456789-1,02/02/2024,,SI,Mensual,$60.901,9,07/04/2024
D00125,Innovación Global S.A,Innovación Global,Empresa,Contacto DDD,,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,5,27-23456789-1,02/02/2024,,SI,Mensual,$92.342,9,24/05/2024
D00125,Innovación Global S.A,Innovación Global,Empresa,Contacto DDD,,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,5,27-23456789-1,02/02/2024,,SI,Mensual,$17.892,9,10/06/2024
D00125,Innovación Global S.A,Innovación Global,Empresa,Contacto DDD,,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,5,27-23456789-1,02/02/2024,,SI,Mensual,$63.032,9,28/07/2024
D00125,Innovación Global S.A,Innovación Global,Empresa,Contacto DDD,,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,5,27-23456789-1,02/02/2024,,SI,Mensual,$29.556,9,15/08/2024
D00125,Innovación Global S.A,Innovación Global,Empresa,Contacto DDD,,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,5,27-23456789-1,02/02/2024,,SI,Mensual,$42.628,9,05/09/2024
D00126,Empresas FuturoBrillante SAS,Empresas FuturoBrillante,Empresa,Contacto AHH,,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,5,30-34567890-2,03/02/2024,,SI,Mensual,$64.959,9,03/02/2024
D00126,Empresas FuturoBrillante SAS,Empresas FuturoBrillante,Empresa,Contacto AHH,,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,5,30-34567890-2,03/02/2024,,SI,Mensual,$45.976,9,17/03/2024
D00126,Empresas FuturoBrillante SAS,Empresas FuturoBrillante,Empresa,Contacto AHH,,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,5,30-34567890-2,03/02/2024,,SI,Mensual,$173.308,9,08/04/2024
D00126,Empresas FuturoBrillante SAS,Empresas FuturoBrillante,Empresa,Contacto AHH,,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,5,30-34567890-2,03/02/2024,,SI,Mensual,$225.900,9,23/05/2024
D00126,Empresas FuturoBrillante SAS,Empresas FuturoBrillante,Empresa,Contacto AHH,,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,5,30-34567890-2,03/02/2024,,SI,Mensual,$244.932,9,12/06/2024
D00126,Empresas FuturoBrillante SAS,Empresas FuturoBrillante,Empresa,Contacto AHH,,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,5,30-34567890-2,03/02/2024,,SI,Mensual,$506.437,9,30/07/2024
D00126,Empresas FuturoBrillante SAS,Empresas FuturoBrillante,Empresa,Contacto AHH,,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,5,30-34567890-2,03/02/2024,,SI,Mensual,$234.530,9,15/08/2024
D00126,Empresas FuturoBrillante SAS,Empresas FuturoBrillante,Empresa,Contacto AHH,,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,5,30-34567890-2,03/02/2024,,SI,Mensual,$531.085,9,05/09/2024
D00127,Horizonte Ecológico ONG,Horizonte Ecológico,ONG,Contacto AWW,,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,4,23-45678901-3,04/01/2024,,SI,Mensual,$487.746,12,04/01/2024
D00127,Horizonte Ecológico ONG,Horizonte Ecológico,ONG,Contacto AWW,,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,4,23-45678901-3,04/01/2024,,SI,Mensual,$459.222,12,18/02/2024
D00127,Horizonte Ecológico ONG,Horizonte Ecológico,ONG,Contacto AWW,,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,4,23-45678901-3,04/01/2024,,SI,Mensual,$232.185,12,07/03/2024
D00127,Horizonte Ecológico ONG,Horizonte Ecológico,ONG,Contacto AWW,,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,4,23-45678901-3,04/01/2024,,SI,Mensual,$351.798,12,22/04/2024
D00127,Horizonte Ecológico ONG,Horizonte Ecológico,ONG,Contacto AWW,,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,4,23-45678901-3,04/01/2024,,SI,Mensual,$546.208,12,10/05/2024
D00127,Horizonte Ecológico ONG,Horizonte Ecológico,ONG,Contacto AWW,,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,4,23-45678901-3,04/01/2024,,SI,Mensual,$584.457,12,26/06/2024
D00127,Horizonte Ecológico ONG,Horizonte Ecológico,ONG,Contacto AWW,,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,4,23-45678901-3,04/01/2024,,SI,Mensual,$420.123,12,15/07/2024
D00127,Horizonte Ecológico ONG,Horizonte Ecológico,ONG,Contacto AWW,,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,4,23-45678901-3,04/01/2024,,SI,Mensual,$268.596,12,05/08/2024
D00128,Fundación UniCorp ONG,Fundación UniCorp,ONG,Contacto ASEE,,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,4,33-56789012-4,05/02/2024,,SI,Mensual,$90.795,12,05/02/2024
D00128,Fundación UniCorp ONG,Fundación UniCorp,ONG,Contacto ASEE,,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,4,33-56789012-4,05/02/2024,,SI,Mensual,$75.887,12,20/03/2024
D00128,Fundación UniCorp ONG,Fundación UniCorp,ONG,Contacto ASEE,,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,4,33-56789012-4,05/02/2024,,SI,Mensual,$97.534,12,08/04/2024
D00128,Fundación UniCorp ONG,Fundación UniCorp,ONG,Contacto ASEE,,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,4,33-56789012-4,05/02/2024,,SI,Mensual,$117.968,12,25/05/2024
D00128,Fundación UniCorp ONG,Fundación UniCorp,ONG,Contacto ASEE,,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,4,33-56789012-4,05/02/2024,,SI,Mensual,$359.060,12,12/06/2024
D00128,Fundación UniCorp ONG,Fundación UniCorp,ONG,Contacto ASEE,,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,4,33-56789012-4,05/02/2024,,SI,Mensual,$523.200,12,30/07/2024
D00128,Fundación UniCorp ONG,Fundación UniCorp,ONG,Contacto ASEE,,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,4,33-56789012-4,05/02/2024,,SI,Mensual,$329.953,12,15/08/2024
D00128,Fundación UniCorp ONG,Fundación UniCorp,ONG,Contacto ASEE,,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,4,33-56789012-4,05/02/2024,,SI,Mensual,$471.594,12,05/09/2024
D00129,Corporación NovaTech S.A,Corporación NovaTech,Empresa,Contacto ATEC,,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,5,30-98765432-1,01/01/2023,,SI,Mensual,$298.586,9,01/01/2023
D00129,Corporación NovaTech S.A,Corporación NovaTech,Empresa,Contacto ATEC,,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,5,30-98765432-1,01/01/2023,,SI,Mensual,$484.258,9,12/02/2023
D00129,Corporación NovaTech S.A,Corporación NovaTech,Empresa,Contacto ATEC,,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,5,30-98765432-1,01/01/2023,,SI,Mensual,$445.529,9,07/03/2023
D00129,Corporación NovaTech S.A,Corporación NovaTech,Empresa,Contacto ATEC,,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,5,30-98765432-1,01/01/2023,,SI,Mensual,$541.508,9,21/04/2023
D00129,Corporación NovaTech S.A,Corporación NovaTech,Empresa,Contacto ATEC,,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,5,30-98765432-1,01/01/2023,,SI,Mensual,$440.936,9,10/05/2023
D00129,Corporación NovaTech S.A,Corporación NovaTech,Empresa,Contacto ATEC,,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,5,30-98765432-1,01/01/2023,,SI,Mensual,$312.491,9,28/06/2023
D00129,Corporación NovaTech S.A,Corporación NovaTech,Empresa,Contacto ATEC,,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,5,30-98765432-1,01/01/2023,,SI,Mensual,$269.664,9,15/07/2023
D00129,Corporación NovaTech S.A,Corporación NovaTech,Empresa,Contacto ATEC,,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,5,30-98765432-1,01/01/2023,,SI,Mensual,$447.841,9,09/08/2023
D00129,Corporación NovaTech S.A,Corporación NovaTech,Empresa,Contacto ATEC,,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,5,30-98765432-1,01/01/2023,,SI,Mensual,$500.982,9,02/09/2023
D00130,Servicios Plus SAS,Servicios Plus,Empresa,Contacto AT,,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,5,30-45765232-2,02/01/2023,,SI,Mensual,$86.419,12,02/01/2023
D00130,Servicios Plus SAS,Servicios Plus,Empresa,Contacto AT,,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,5,30-45765232-2,02/01/2023,,SI,Mensual,$18.374,12,16/02/2023
D00130,Servicios Plus SAS,Servicios Plus,Empresa,Contacto AT,,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,5,30-45765232-2,02/01/2023,,SI,Mensual,$51.045,12,08/03/2023
D00130,Servicios Plus SAS,Servicios Plus,Empresa,Contacto AT,,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,5,30-45765232-2,02/01/2023,,SI,Mensual,$76.343,12,22/04/2023
D00130,Servicios Plus SAS,Servicios Plus,Empresa,Contacto AT,,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,5,30-45765232-2,02/01/2023,,SI,Mensual,$249.539,12,12/05/2023
D00130,Servicios Plus SAS,Servicios Plus,Empresa,Contacto AT,,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,5,30-45765232-2,02/01/2023,,SI,Mensual,$251.130,12,30/06/2023
D00130,Servicios Plus SAS,Servicios Plus,Empresa,Contacto AT,,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,5,30-45765232-2,02/01/2023,,SI,Mensual,$472.790,12,14/07/2023
D00130,Servicios Plus SAS,Servicios Plus,Empresa,Contacto AT,,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,5,30-45765232-2,02/01/2023,,SI,Mensual,$470.152,12,05/08/2023
D00130,Servicios Plus SAS,Servicios Plus,Empresa,Contacto AT,,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIAA,SAS,5,30-45765232-2,02/01/2023,,SI,Mensual,$570.995,12,18/09/2023
D00131,InnovaLogix S.A,InnovaLogix,Campaña,Contacto IT,,carla.fernandez@innovalogix.com,(+)55 301 234 5678,Observación IIA,S.A,1,27-65432109-8,01/01/2023,,SI,Bimestral,$329.958,12,01/01/2023
D00131,InnovaLogix S.A,InnovaLogix,Campaña,Contacto IT,,carla.fernandez@innovalogix.com,(+)55 301 234 5678,Observación IIA,S.A,1,27-65432109-8,01/01/2023,,SI,Bimestral,$242.085,12,01/03/2023
D00131,InnovaLogix S.A,InnovaLogix,Campaña,Contacto IT,,carla.fernandez@innovalogix.com,(+)55 301 234 5678,Observación IIA,S.A,1,27-65432109-8,01/01/2023,,SI,Bimestral,$460.201,12,01/05/2023
D00131,InnovaLogix S.A,InnovaLogix,Campaña,Contacto IT,,carla.fernandez@innovalogix.com,(+)55 301 234 5678,Observación IIA,S.A,1,27-65432109-8,01/01/2023,,SI,Bimestral,$572.372,12,01/07/2023
D00131,InnovaLogix S.A,InnovaLogix,Campaña,Contacto IT,,carla.fernandez@innovalogix.com,(+)55 301 234 5678,Observación IIA,S.A,1,27-65432109-8,01/01/2023,,SI,Bimestral,$408.599,12,01/09/2023
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$29.120,12,02/01/2021
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$88.565,12,16/02/2021
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$88.682,12,08/03/2021
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$28.523,12,22/04/2021
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$13.240,12,12/05/2021
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$27.493,12,30/06/2021
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$222.261,12,14/07/2021
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$102.864,12,05/08/2021
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$228.710,12,19/09/2021
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$291.540,12,3/10/2021
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$366.630,12,22/11/2021
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$446.985,12,9/12/2021
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$326.348,12,03/01/2022
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$429.540,12,18/02/2022
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$303.796,12,07/03/2022
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$262.362,12,25/04/2022
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$523.067,12,12/05/2022
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$534.547,12,30/06/2022
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$307.194,12,15/07/2022
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$462.809,12,09/08/2022
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$434.394,12,23/09/2022
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$291.606,12,7/10/2022
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$217.008,12,20/11/2022
D00132,VíaVerde SRL,VíaVerde,Campaña,Contacto RCO,,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,5,27-78434109-9,02/01/2021,03/01/2023,NO,Mensual,$592.642,12,5/12/2022
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$74.488,12,21/01/2022
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$14.428,12,14/02/2022
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$47.448,12,07/03/2022
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$67.094,12,22/04/2022
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$59.924,12,10/05/2022
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$46.713,12,30/06/2022
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$59.286,12,15/07/2022
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$89.666,12,04/08/2022
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$81.847,12,19/09/2022
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$83.619,12,5/10/2022
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$166.344,12,23/11/2022
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$174.132,12,9/12/2022
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$570.388,12,02/01/2023
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$349.275,12,16/02/2023
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$561.428,12,08/03/2023
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$579.438,12,25/04/2023
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$359.406,12,12/05/2023
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$590.415,12,30/06/2023
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$410.481,12,14/07/2023
D00133,Energía Futuro SA,Energía Futuro,Empresa,Contacto AEF,,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,3,30-67891234-7,01/01/2022,31/12/2023,NO,Mensual,$234.722,12,09/08/2023
